student_id,strata,semester,ip_semester,ipk_total,sks_semester,total_sks,sks_lulus,sks_tidak_lulus,label_kelulusan
10,S1,9,1.883,2.287,18,154,128,26,lulus_terlambat
10,S1,10,1.951,2.252,18,172,142,30,lulus_terlambat
10,S1,11,1.996,2.231,15,187,154,33,lulus_terlambat
11,S1,1,2.41,2.41,19,19,16,3,lulus_terlambat
11,S1,2,2.754,2.562,15,34,30,4,lulus_terlambat
11,S1,3,2.171,2.412,21,55,48,7,lulus_terlambat
11,S1,4,3.023,2.55,16,71,64,7,lulus_terlambat
11,S1,5,3.121,2.694,24,95,87,8,lulus_terlambat
11,S1,6,2.06,2.579,21,116,106,10,lulus_terlambat
11,S1,7,2.475,2.565,18,134,121,13,lulus_terlambat
11,S1,8,2.24,2.531,16,150,135,15,lulus_terlambat
11,S1,9,2.57,2.535,18,168,152,16,lulus_terlambat
12,S3,1,2.456,2.456,19,19,16,3,lulus_tepat_waktu
12,S3,2,2.588,2.516,16,35,31,4,lulus_tepat_waktu
12,S3,3,2.396,2.472,20,55,47,8,lulus_tepat_waktu
13,S1,1,3.246,3.246,21,21,21,0,lulus_tepat_waktu
13,S1,2,3.509,3.378,21,42,42,0,lulus_tepat_waktu
13,S1,3,3.723,3.497,22,64,63,1,lulus_tepat_waktu
13,S1,4,3.739,3.557,21,85,84,1,lulus_tepat_waktu
13,S1,5,3.755,3.6,24,109,107,2,lulus_tepat_waktu
13,S1,6,3.464,3.577,22,131,128,3,lulus_tepat_waktu
13,S1,7,3.078,3.503,23,154,151,3,lulus_tepat_waktu
14,S1,1,1.515,1.515,21,21,16,5,dropout
14,S1,2,1.847,1.654,15,36,28,8,dropout
14,S1,3,1.482,1.601,16,52,39,13,dropout
14,S1,4,1.525,1.583,16,68,50,18,dropout
14,S1,5,1.933,1.656,18,86,63,23,dropout
14,S1,6,1.594,1.646,16,102,73,29,dropout
14,S1,7,1.171,1.585,15,117,84,33,dropout
14,S1,8,1.349,1.559,15,132,95,37,dropout
14,S1,9,1.833,1.592,18,150,107,43,dropout
14,S1,10,2.22,1.652,16,166,120,46,dropout
14,S1,11,1.817,1.667,16,182,133,49,dropout
14,S1,12,1.646,1.665,15,197,143,54,dropout
14,S1,13,1.543,1.655,18,215,157,58,dropout
15,S1,1,2.406,2.406,18,18,14,4,lulus_terlambat
15,S1,2,2.439,2.421,16,34,27,7,lulus_terlambat
15,S1,3,2.38,2.407,18,52,42,10,lulus_terlambat
15,S1,4,2.936,2.537,17,69,57,12,lulus_terlambat
15,S1,5,3.262,2.706,21,90,78,12,lulus_terlambat
15,S1,6,3.172,2.804,24,114,101,13,lulus_terlambat
15,S1,7,2.571,2.764,24,138,123,15,lulus_terlambat
15,S1,8,2.99,2.79,18,156,139,17,lulus_terlambat
15,S1,9,2.89,2.8,18,174,156,18,lulus_terlambat
16,S2,1,1.701,1.701,21,21,16,5,dropout
16,S2,2,2.025,1.841,16,37,30,7,dropout
16,S2,3,1.903,1.859,15,52,42,10,dropout
17,S3,1,3.684,3.684,18,18,17,1,lulus_tepat_waktu
17,S3,2,3.871,3.791,24,42,41,1,lulus_tepat_waktu
17,S3,3,3.009,3.522,22,64,62,2,lulus_tepat_waktu
18,S1,1,2.524,2.524,22,22,21,1,lulus_terlambat
18,S1,2,2.454,2.492,19,41,37,4,lulus_terlambat
18,S1,3,2.0,2.342,18,59,49,10,lulus_terlambat
18,S1,4,2.372,2.348,15,74,62,12,lulus_terlambat
18,S1,5,2.339,2.346,18,92,78,14,lulus_terlambat
18,S1,6,2.429,2.358,15,107,90,17,lulus_terlambat
18,S1,7,2.127,2.329,15,122,103,19,lulus_terlambat
18,S1,8,1.907,2.28,16,138,114,24,lulus_terlambat
18,S1,9,2.852,2.346,18,156,130,26,lulus_terlambat
18,S1,10,2.296,2.341,19,175,147,28,lulus_terlambat
19,S3,1,3.267,3.267,22,22,21,1,lulus_tepat_waktu
19,S3,2,3.566,3.416,22,44,42,2,lulus_tepat_waktu
20,S1,1,2.151,2.151,19,19,16,3,lulus_terlambat
20,S1,2,2.39,2.257,15,34,29,5,lulus_terlambat
20,S1,3,2.066,2.198,15,49,41,8,lulus_terlambat
20,S1,4,2.408,2.247,15,64,53,11,lulus_terlambat
20,S1,5,2.315,2.262,17,81,67,14,lulus_terlambat
20,S1,6,1.747,2.172,17,98,79,19,lulus_terlambat
20,S1,7,2.003,2.149,16,114,92,22,lulus_terlambat
20,S1,8,1.917,2.117,18,132,104,28,lulus_terlambat
20,S1,9,2.279,2.133,15,147,116,31,lulus_terlambat
20,S1,10,2.209,2.141,17,164,131,33,lulus_terlambat
20,S1,11,2.068,2.135,15,179,144,35,lulus_terlambat
21,S1,1,2.625,2.625,19,19,18,1,lulus_terlambat
21,S1,2,2.737,2.68,18,37,34,3,lulus_terlambat
21,S1,3,2.183,2.517,18,55,49,6,lulus_terlambat
21,S1,4,2.194,2.441,17,72,63,9,lulus_terlambat
21,S1,5,1.968,2.347,18,90,77,13,lulus_terlambat
21,S1,6,2.139,2.315,16,106,91,15,lulus_terlambat
21,S1,7,2.651,2.364,18,124,108,16,lulus_terlambat
21,S1,8,1.864,2.292,21,145,124,21,lulus_terlambat
21,S1,9,2.424,2.305,16,161,138,23,lulus_terlambat
21,S1,10,2.338,2.308,15,176,150,26,lulus_terlambat
22,S1,1,2.849,2.849,18,18,16,2,lulus_tepat_waktu
22,S1,2,3.214,3.041,20,38,35,3,lulus_tepat_waktu
22,S1,3,2.855,2.969,24,62,57,5,lulus_tepat_waktu
22,S1,4,3.021,2.981,18,80,75,5,lulus_tepat_waktu
22,S1,5,3.009,2.987,22,102,97,5,lulus_tepat_waktu
22,S1,6,3.359,3.053,22,124,119,5,lulus_tepat_waktu
22,S1,7,3.12,3.063,22,146,140,6,lulus_tepat_waktu
22,S1,8,3.274,3.092,23,169,162,7,lulus_tepat_waktu
23,S1,1,3.212,3.212,18,18,17,1,lulus_tepat_waktu
23,S1,2,2.954,3.07,22,40,37,3,lulus_tepat_waktu
23,S1,3,2.805,2.982,20,60,55,5,lulus_tepat_waktu
23,S1,4,3.317,3.059,18,78,73,5,lulus_tepat_waktu
23,S1,5,3.525,3.162,22,100,95,5,lulus_tepat_waktu
23,S1,6,3.099,3.15,22,122,117,5,lulus_tepat_waktu
23,S1,7,3.261,3.169,24,146,140,6,lulus_tepat_waktu
23,S1,8,3.179,3.17,24,170,163,7,lulus_tepat_waktu
24,S1,1,3.103,3.103,22,22,21,1,lulus_tepat_waktu
24,S1,2,2.753,2.932,21,43,40,3,lulus_tepat_waktu
24,S1,3,3.478,3.099,19,62,59,3,lulus_tepat_waktu
24,S1,4,3.518,3.205,21,83,79,4,lulus_tepat_waktu
24,S1,5,2.044,2.962,22,105,97,8,lulus_tepat_waktu
24,S1,6,2.602,2.909,18,123,113,10,lulus_tepat_waktu
24,S1,7,2.919,2.91,18,141,130,11,lulus_tepat_waktu
24,S1,8,2.584,2.868,21,162,149,13,lulus_tepat_waktu
25,S3,1,3.46,3.46,18,18,18,0,lulus_tepat_waktu
25,S3,2,3.878,3.695,23,41,41,0,lulus_tepat_waktu
25,S3,3,3.402,3.586,24,65,64,1,lulus_tepat_waktu
26,S1,1,3.388,3.388,22,22,22,0,lulus_tepat_waktu
26,S1,2,3.024,3.21,21,43,43,0,lulus_tepat_waktu
26,S1,3,3.271,3.231,22,65,64,1,lulus_tepat_waktu
26,S1,4,3.096,3.194,24,89,87,2,lulus_tepat_waktu
26,S1,5,3.168,3.189,22,111,108,3,lulus_tepat_waktu
26,S1,6,2.92,3.143,23,134,130,4,lulus_tepat_waktu
26,S1,7,3.411,3.175,18,152,147,5,lulus_tepat_waktu
27,S2,1,2.637,2.637,22,22,20,2,lulus_tepat_waktu
27,S2,2,3.437,2.997,18,40,38,2,lulus_tepat_waktu
28,S1,1,3.053,3.053,20,20,20,0,lulus_tepat_waktu
28,S1,2,3.136,3.097,22,42,42,0,lulus_tepat_waktu
28,S1,3,3.366,3.194,24,66,66,0,lulus_tepat_waktu
28,S1,4,2.747,3.079,23,89,87,2,lulus_tepat_waktu
28,S1,5,3.019,3.069,18,107,105,2,lulus_tepat_waktu
28,S1,6,2.917,3.041,24,131,127,4,lulus_tepat_waktu
28,S1,7,2.945,3.029,18,149,143,6,lulus_tepat_waktu
28,S1,8,2.836,3.008,19,168,160,8,lulus_tepat_waktu
29,S1,1,2.166,2.166,18,18,16,2,lulus_terlambat
29,S1,2,2.559,2.351,16,34,30,4,lulus_terlambat
29,S1,3,2.458,2.391,20,54,46,8,lulus_terlambat
29,S1,4,2.308,2.37,18,72,61,11,lulus_terlambat
29,S1,5,3.188,2.519,16,88,77,11,lulus_terlambat
29,S1,6,2.43,2.5,24,112,98,14,lulus_terlambat
29,S1,7,2.56,2.508,17,129,114,15,lulus_terlambat
29,S1,8,2.597,2.519,18,147,131,16,lulus_terlambat
29,S1,9,3.087,2.587,20,167,150,17,lulus_terlambat
30,S1,1,3.575,3.575,20,20,19,1,lulus_tepat_waktu
30,S1,2,3.266,3.41,23,43,42,1,lulus_tepat_waktu
30,S1,3,3.165,3.324,23,66,64,2,lulus_tepat_waktu
30,S1,4,3.201,3.293,22,88,86,2,lulus_tepat_waktu
30,S1,5,3.166,3.267,23,111,108,3,lulus_tepat_waktu
30,S1,6,2.797,3.186,23,134,129,5,lulus_tepat_waktu
30,S1,7,3.238,3.193,18,152,146,6,lulus_tepat_waktu
31,S1,1,3.051,3.051,22,22,21,1,lulus_tepat_waktu
31,S1,2,3.079,3.065,23,45,44,1,lulus_tepat_waktu
31,S1,3,3.097,3.076,22,67,65,2,lulus_tepat_waktu
31,S1,4,3.374,3.149,22,89,87,2,lulus_tepat_waktu
31,S1,5,3.18,3.156,24,113,110,3,lulus_tepat_waktu
31,S1,6,3.022,3.134,22,135,131,4,lulus_tepat_waktu
31,S1,7,2.929,3.103,24,159,154,5,lulus_tepat_waktu
32,S1,1,3.219,3.219,19,19,18,1,lulus_tepat_waktu
32,S1,2,3.136,3.175,21,40,39,1,lulus_tepat_waktu
32,S1,3,2.774,3.033,22,62,59,3,lulus_tepat_waktu
32,S1,4,3.114,3.053,21,83,79,4,lulus_tepat_waktu
32,S1,5,3.229,3.091,23,106,101,5,lulus_tepat_waktu
32,S1,6,3.096,3.092,24,130,124,6,lulus_tepat_waktu
32,S1,7,3.491,3.148,21,151,144,7,lulus_tepat_waktu
33,S1,1,2.009,2.009,21,21,17,4,lulus_terlambat
33,S1,2,2.052,2.028,17,38,31,7,lulus_terlambat
33,S1,3,2.887,2.304,18,56,48,8,lulus_terlambat
33,S1,4,2.557,2.366,18,74,64,10,lulus_terlambat
33,S1,5,2.489,2.393,21,95,82,13,lulus_terlambat
33,S1,6,2.436,2.4,17,112,97,15,lulus_terlambat
33,S1,7,2.761,2.445,16,128,112,16,lulus_terlambat
33,S1,8,2.628,2.47,20,148,131,17,lulus_terlambat
33,S1,9,2.242,2.444,19,167,146,21,lulus_terlambat
34,S1,1,2.567,2.567,21,21,20,1,lulus_tepat_waktu
34,S1,2,2.566,2.567,18,39,37,2,lulus_tepat_waktu
34,S1,3,3.351,2.841,21,60,58,2,lulus_tepat_waktu
34,S1,4,2.614,2.776,24,84,81,3,lulus_tepat_waktu
34,S1,5,2.624,2.749,18,102,98,4,lulus_tepat_waktu
34,S1,6,3.609,2.89,20,122,118,4,lulus_tepat_waktu
34,S1,7,2.874,2.888,23,145,139,6,lulus_tepat_waktu
34,S1,8,3.029,2.903,18,163,157,6,lulus_tepat_waktu
35,S1,1,2.914,2.914,18,18,16,2,lulus_terlambat
35,S1,2,3.157,3.038,19,37,35,2,lulus_terlambat
35,S1,3,2.602,2.876,22,59,55,4,lulus_terlambat
35,S1,4,2.716,2.839,18,77,72,5,lulus_terlambat
35,S1,5,2.722,2.814,21,98,92,6,lulus_terlambat
35,S1,6,2.64,2.784,20,118,111,7,lulus_terlambat
35,S1,7,2.357,2.725,19,137,126,11,lulus_terlambat
35,S1,8,2.681,2.72,16,153,140,13,lulus_terlambat
35,S1,9,2.654,2.713,19,172,157,15,lulus_terlambat
36,S1,1,3.426,3.426,20,20,19,1,lulus_tepat_waktu
36,S1,2,3.565,3.498,21,41,40,1,lulus_tepat_waktu
36,S1,3,3.34,3.442,22,63,62,1,lulus_tepat_waktu
36,S1,4,3.327,3.411,24,87,86,1,lulus_tepat_waktu
36,S1,5,3.057,3.342,21,108,106,2,lulus_tepat_waktu
36,S1,6,3.249,3.325,24,132,130,2,lulus_tepat_waktu
36,S1,7,2.937,3.267,23,155,152,3,lulus_tepat_waktu
37,S1,1,2.608,2.608,20,20,18,2,dropout
37,S1,2,1.804,2.227,18,38,32,6,dropout
37,S1,3,2.279,2.242,16,54,46,8,dropout
37,S1,4,2.351,2.267,16,70,60,10,dropout
37,S1,5,2.624,2.33,15,85,74,11,dropout
37,S1,6,1.585,2.2,18,103,86,17,dropout
37,S1,7,2.168,2.196,16,119,99,20,dropout
37,S1,8,1.691,2.129,18,137,113,24,dropout
37,S1,9,1.406,2.045,18,155,127,28,dropout
37,S1,10,1.608,2.007,15,170,139,31,dropout
37,S1,11,1.928,2.0,17,187,152,35,dropout
38,S2,1,3.453,3.453,21,21,20,1,lulus_tepat_waktu
38,S2,2,3.382,3.417,21,42,41,1,lulus_tepat_waktu
39,S1,1,4.0,4.0,22,22,21,1,lulus_tepat_waktu
39,S1,2,3.102,3.551,22,44,42,2,lulus_tepat_waktu
39,S1,3,3.434,3.512,22,66,64,2,lulus_tepat_waktu
39,S1,4,3.311,3.463,21,87,84,3,lulus_tepat_waktu
39,S1,5,3.342,3.438,23,110,107,3,lulus_tepat_waktu
39,S1,6,3.234,3.401,24,134,130,4,lulus_tepat_waktu
39,S1,7,2.837,3.316,24,158,152,6,lulus_tepat_waktu
40,S1,1,2.931,2.931,21,21,19,2,lulus_tepat_waktu
40,S1,2,3.253,3.092,21,42,40,2,lulus_tepat_waktu
40,S1,3,2.768,2.981,22,64,60,4,lulus_tepat_waktu
40,S1,4,2.309,2.815,21,85,78,7,lulus_tepat_waktu
40,S1,5,3.009,2.844,15,100,93,7,lulus_tepat_waktu
40,S1,6,2.617,2.805,21,121,112,9,lulus_tepat_waktu
40,S1,7,2.347,2.742,19,140,129,11,lulus_tepat_waktu
40,S1,8,2.523,2.717,18,158,145,13,lulus_tepat_waktu
41,S1,1,3.473,3.473,20,20,20,0,lulus_tepat_waktu
41,S1,2,3.448,3.46,21,41,41,0,lulus_tepat_waktu
41,S1,3,3.189,3.369,21,62,62,0,lulus_tepat_waktu
41,S1,4,2.93,3.246,24,86,84,2,lulus_tepat_waktu
41,S1,5,3.421,3.276,18,104,102,2,lulus_tepat_waktu
41,S1,6,3.505,3.316,22,126,123,3,lulus_tepat_waktu
41,S1,7,3.67,3.371,23,149,146,3,lulus_tepat_waktu
42,S1,1,2.518,2.518,21,21,20,1,lulus_tepat_waktu
42,S1,2,2.189,2.358,20,41,38,3,lulus_tepat_waktu
42,S1,3,3.052,2.561,17,58,54,4,lulus_tepat_waktu
42,S1,4,3.109,2.712,22,80,75,5,lulus_tepat_waktu
42,S1,5,2.88,2.747,21,101,94,7,lulus_tepat_waktu
42,S1,6,2.906,2.774,21,122,114,8,lulus_tepat_waktu
42,S1,7,2.822,2.781,19,141,132,9,lulus_tepat_waktu
42,S1,8,2.489,2.743,21,162,151,11,lulus_tepat_waktu
43,S2,1,3.102,3.102,20,20,20,0,lulus_tepat_waktu
43,S2,2,3.297,3.208,24,44,43,1,lulus_tepat_waktu
44,S1,1,3.131,3.131,21,21,20,1,lulus_tepat_waktu
44,S1,2,3.131,3.131,24,45,43,2,lulus_tepat_waktu
44,S1,3,2.697,2.98,24,69,66,3,lulus_tepat_waktu
44,S1,4,2.884,2.958,21,90,85,5,lulus_tepat_waktu
44,S1,5,3.049,2.973,18,108,103,5,lulus_tepat_waktu
44,S1,6,2.958,2.97,21,129,122,7,lulus_tepat_waktu
44,S1,7,3.309,3.018,21,150,142,8,lulus_tepat_waktu
44,S1,8,2.936,3.008,21,171,161,10,lulus_tepat_waktu
45,S1,1,2.062,2.062,20,20,16,4,lulus_tepat_waktu
45,S1,2,2.676,2.344,17,37,32,5,lulus_tepat_waktu
45,S1,3,3.254,2.642,18,55,49,6,lulus_tepat_waktu
45,S1,4,2.982,2.739,22,77,70,7,lulus_tepat_waktu
45,S1,5,3.045,2.797,18,95,88,7,lulus_tepat_waktu
45,S1,6,2.988,2.833,22,117,109,8,lulus_tepat_waktu
45,S1,7,3.328,2.899,18,135,127,8,lulus_tepat_waktu
45,S1,8,2.534,2.846,23,158,148,10,lulus_tepat_waktu
46,S1,1,2.757,2.757,20,20,18,2,lulus_tepat_waktu
46,S1,2,3.06,2.908,20,40,38,2,lulus_tepat_waktu
46,S1,3,2.529,2.766,24,64,60,4,lulus_tepat_waktu
46,S1,4,3.178,2.857,18,82,78,4,lulus_tepat_waktu
46,S1,5,3.303,2.958,24,106,102,4,lulus_tepat_waktu
46,S1,6,2.96,2.958,23,129,123,6,lulus_tepat_waktu
46,S1,7,2.696,2.923,20,149,141,8,lulus_tepat_waktu
46,S1,8,3.011,2.933,19,168,160,8,lulus_tepat_waktu
47,S1,1,2.708,2.708,18,18,17,1,lulus_terlambat
47,S1,2,2.615,2.661,18,36,34,2,lulus_terlambat
47,S1,3,2.764,2.697,19,55,51,4,lulus_terlambat
47,S1,4,2.044,2.536,18,73,67,6,lulus_terlambat
47,S1,5,2.805,2.589,18,91,84,7,lulus_terlambat
47,S1,6,2.619,2.594,18,109,100,9,lulus_terlambat
47,S1,7,2.384,2.564,18,127,115,12,lulus_terlambat
47,S1,8,2.525,2.56,17,144,131,13,lulus_terlambat
47,S1,9,2.571,2.561,19,163,148,15,lulus_terlambat
48,S1,1,2.522,2.522,18,18,16,2,lulus_terlambat
48,S1,2,2.46,2.49,20,38,33,5,lulus_terlambat
48,S1,3,2.155,2.395,15,53,46,7,lulus_terlambat
48,S1,4,2.484,2.415,16,69,59,10,lulus_terlambat
48,S1,5,3.001,2.537,18,87,76,11,lulus_terlambat
48,S1,6,2.225,2.471,23,110,95,15,lulus_terlambat
48,S1,7,2.949,2.539,18,128,112,16,lulus_terlambat
48,S1,8,2.472,2.53,19,147,127,20,lulus_terlambat
48,S1,9,2.712,2.55,18,165,144,21,lulus_terlambat
49,S1,1,2.682,2.682,19,19,18,1,lulus_terlambat
49,S1,2,2.693,2.687,19,38,35,3,lulus_terlambat
49,S1,3,2.316,2.568,18,56,50,6,lulus_terlambat
49,S1,4,2.233,2.493,16,72,63,9,lulus_terlambat
49,S1,5,2.473,2.489,18,90,79,11,lulus_terlambat
49,S1,6,2.361,2.468,18,108,95,13,lulus_terlambat
49,S1,7,2.601,2.484,15,123,109,14,lulus_terlambat
49,S1,8,2.388,2.47,21,144,126,18,lulus_terlambat
49,S1,9,2.076,2.428,17,161,141,20,lulus_terlambat
49,S1,10,2.495,2.434,15,176,154,22,lulus_terlambat
50,S1,1,3.066,3.066,22,22,21,1,lulus_tepat_waktu
50,S1,2,2.898,2.984,21,43,41,2,lulus_tepat_waktu
50,S1,3,3.019,2.995,19,62,59,3,lulus_tepat_waktu
50,S1,4,1.905,2.691,24,86,77,9,lulus_tepat_waktu
50,S1,5,2.81,2.711,18,104,94,10,lulus_tepat_waktu
50,S1,6,3.248,2.791,18,122,112,10,lulus_tepat_waktu
50,S1,7,2.939,2.814,23,145,134,11,lulus_tepat_waktu
50,S1,8,3.471,2.89,19,164,153,11,lulus_tepat_waktu
51,S1,1,2.649,2.649,19,19,17,2,lulus_tepat_waktu
51,S1,2,2.984,2.812,18,37,34,3,lulus_tepat_waktu
51,S1,3,2.858,2.828,20,57,53,4,lulus_tepat_waktu
51,S1,4,3.233,2.925,18,75,70,5,lulus_tepat_waktu
51,S1,5,2.9,2.919,23,98,91,7,lulus_tepat_waktu
51,S1,6,2.621,2.871,19,117,108,9,lulus_tepat_waktu
51,S1,7,3.111,2.906,20,137,127,10,lulus_tepat_waktu
51,S1,8,2.979,2.916,21,158,147,11,lulus_tepat_waktu
52,S1,1,2.286,2.286,21,21,19,2,lulus_terlambat
52,S1,2,2.271,2.279,15,36,32,4,lulus_terlambat
52,S1,3,2.654,2.404,18,54,49,5,lulus_terlambat
52,S1,4,2.471,2.422,19,73,65,8,lulus_terlambat
52,S1,5,1.676,2.281,17,90,78,12,lulus_terlambat
52,S1,6,1.952,2.226,18,108,92,16,lulus_terlambat
52,S1,7,1.86,2.179,16,124,102,22,lulus_terlambat
52,S1,8,2.028,2.16,18,142,117,25,lulus_terlambat
52,S1,9,2.407,2.183,15,157,129,28,lulus_terlambat
52,S1,10,2.483,2.209,15,172,141,31,lulus_terlambat
52,S1,11,2.554,2.239,16,188,156,32,lulus_terlambat
53,S1,1,2.005,2.005,20,20,17,3,dropout
53,S1,2,1.511,1.778,17,37,30,7,dropout
53,S1,3,1.953,1.833,17,54,41,13,dropout
53,S1,4,1.904,1.849,16,70,53,17,dropout
53,S1,5,1.233,1.729,17,87,64,23,dropout
53,S1,6,2.133,1.788,15,102,77,25,dropout
53,S1,7,2.388,1.865,15,117,89,28,dropout
53,S1,8,1.874,1.866,15,132,100,32,dropout
53,S1,9,2.254,1.908,16,148,113,35,dropout
53,S1,10,1.738,1.891,16,164,125,39,dropout
53,S1,11,1.955,1.897,15,179,136,43,dropout
53,S1,12,2.369,1.933,15,194,149,45,dropout
54,S1,1,2.637,2.637,18,18,16,2,lulus_terlambat
54,S1,2,2.212,2.419,19,37,32,5,lulus_terlambat
54,S1,3,2.647,2.484,15,52,46,6,lulus_terlambat
54,S1,4,3.175,2.676,20,72,66,6,lulus_terlambat
54,S1,5,2.767,2.697,21,93,85,8,lulus_terlambat
54,S1,6,2.407,2.643,21,114,103,11,lulus_terlambat
54,S1,7,1.93,2.555,16,130,114,16,lulus_terlambat
54,S1,8,2.1,2.506,16,146,128,18,lulus_terlambat
54,S1,9,2.441,2.5,15,161,141,20,lulus_terlambat
54,S1,10,2.545,2.504,18,179,157,22,lulus_terlambat
55,S1,1,2.247,2.247,22,22,19,3,lulus_terlambat
55,S1,2,2.755,2.469,17,39,35,4,lulus_terlambat
55,S1,3,2.603,2.514,20,59,53,6,lulus_terlambat
55,S1,4,2.396,2.483,21,80,71,9,lulus_terlambat
55,S1,5,2.348,2.461,16,96,85,11,lulus_terlambat
55,S1,6,3.03,2.546,17,113,102,11,lulus_terlambat
55,S1,7,2.638,2.562,24,137,124,13,lulus_terlambat
