student_id,strata,semester,ip_semester,ipk_total,sks_semester,total_sks,sks_lulus,sks_tidak_lulus,label_kelulusan
24,S2,2,2.165,2.094,16,38,34,4,dropout
24,S2,3,1.56,1.929,17,55,45,10,dropout
25,S1,1,1.526,1.526,22,22,17,5,dropout
25,S1,2,1.79,1.645,18,40,29,11,dropout
25,S1,3,1.348,1.564,15,55,40,15,dropout
25,S1,4,1.695,1.596,18,73,52,21,dropout
25,S1,5,2.04,1.672,15,88,65,23,dropout
25,S1,6,1.671,1.672,18,106,78,28,dropout
25,S1,7,1.875,1.697,15,121,88,33,dropout
25,S1,8,1.204,1.636,17,138,99,39,dropout
25,S1,9,1.486,1.621,15,153,110,43,dropout
25,S1,10,1.491,1.61,15,168,122,46,dropout
25,S1,11,1.614,1.61,17,185,135,50,dropout
25,S1,12,1.493,1.6,18,203,147,56,dropout
26,S2,1,3.873,3.873,22,22,22,0,lulus_tepat_waktu
26,S2,2,3.21,3.534,23,45,44,1,lulus_tepat_waktu
27,S1,1,2.817,2.817,20,20,19,1,lulus_tepat_waktu
27,S1,2,2.672,2.746,19,39,36,3,lulus_tepat_waktu
27,S1,3,2.352,2.622,18,57,52,5,lulus_tepat_waktu
27,S1,4,3.139,2.73,15,72,67,5,lulus_tepat_waktu
27,S1,5,3.21,2.846,23,95,90,5,lulus_tepat_waktu
27,S1,6,3.224,2.917,22,117,112,5,lulus_tepat_waktu
27,S1,7,2.614,2.865,24,141,134,7,lulus_tepat_waktu
27,S1,8,3.104,2.894,19,160,153,7,lulus_tepat_waktu
28,S2,1,3.068,3.068,21,21,21,0,lulus_tepat_waktu
28,S2,2,3.762,3.415,21,42,42,0,lulus_tepat_waktu
29,S1,1,2.915,2.915,21,21,20,1,lulus_tepat_waktu
29,S1,2,3.239,3.073,20,41,39,2,lulus_tepat_waktu
29,S1,3,3.995,3.385,21,62,59,3,lulus_tepat_waktu
29,S1,4,3.426,3.396,22,84,80,4,lulus_tepat_waktu
29,S1,5,3.751,3.47,22,106,101,5,lulus_tepat_waktu
29,S1,6,3.665,3.505,23,129,124,5,lulus_tepat_waktu
29,S1,7,3.782,3.548,24,153,148,5,lulus_tepat_waktu
30,S1,1,2.383,2.383,18,18,15,3,lulus_terlambat
30,S1,2,1.98,2.188,17,35,28,7,lulus_terlambat
30,S1,3,2.816,2.385,16,51,43,8,lulus_terlambat
30,S1,4,2.308,2.362,21,72,60,12,lulus_terlambat
30,S1,5,2.156,2.325,16,88,74,14,lulus_terlambat
30,S1,6,2.845,2.409,17,105,90,15,lulus_terlambat
30,S1,7,2.319,2.395,20,125,106,19,lulus_terlambat
30,S1,8,2.42,2.397,16,141,120,21,lulus_terlambat
30,S1,9,2.503,2.409,18,159,137,22,lulus_terlambat
30,S1,10,2.203,2.388,18,177,152,25,lulus_terlambat
31,S2,1,3.734,3.734,20,20,20,0,lulus_tepat_waktu
31,S2,2,3.747,3.741,23,43,42,1,lulus_tepat_waktu
32,S1,1,3.006,3.006,21,21,20,1,lulus_tepat_waktu
32,S1,2,3.058,3.033,23,44,43,1,lulus_tepat_waktu
32,S1,3,3.263,3.114,24,68,66,2,lulus_tepat_waktu
32,S1,4,2.443,2.944,23,91,86,5,lulus_tepat_waktu
32,S1,5,3.385,3.014,17,108,103,5,lulus_tepat_waktu
32,S1,6,3.123,3.034,24,132,126,6,lulus_tepat_waktu
32,S1,7,2.753,2.992,23,155,147,8,lulus_tepat_waktu
33,S1,1,2.827,2.827,21,21,19,2,lulus_tepat_waktu
33,S1,2,2.799,2.814,20,41,37,4,lulus_tepat_waktu
33,S1,3,3.63,3.09,21,62,57,5,lulus_tepat_waktu
33,S1,4,3.045,3.079,21,83,78,5,lulus_tepat_waktu
33,S1,5,3.586,3.192,24,107,102,5,lulus_tepat_waktu
33,S1,6,3.34,3.219,24,131,126,5,lulus_tepat_waktu
33,S1,7,3.025,3.19,23,154,149,5,lulus_tepat_waktu
34,S1,1,1.29,1.29,22,22,14,8,dropout
34,S1,2,1.897,1.536,15,37,25,12,dropout
34,S1,3,1.504,1.526,17,54,37,17,dropout
34,S1,4,1.364,1.486,18,72,49,23,dropout
34,S1,5,2.435,1.676,18,90,64,26,dropout
34,S1,6,1.989,1.72,15,105,75,30,dropout
34,S1,7,1.47,1.684,18,123,88,35,dropout
34,S1,8,1.628,1.678,15,138,99,39,dropout
34,S1,9,1.54,1.663,17,155,110,45,dropout
34,S1,10,1.886,1.686,18,173,122,51,dropout
34,S1,11,1.391,1.662,15,188,133,55,dropout
34,S1,12,2.377,1.718,16,204,147,57,dropout
35,S1,1,2.462,2.462,22,22,18,4,lulus_terlambat
35,S1,2,2.801,2.61,17,39,34,5,lulus_terlambat
35,S1,3,2.448,2.559,18,57,48,9,lulus_terlambat
35,S1,4,2.477,2.539,18,75,63,12,lulus_terlambat
35,S1,5,2.828,2.59,16,91,77,14,lulus_terlambat
35,S1,6,2.408,2.556,21,112,94,18,lulus_terlambat
35,S1,7,1.898,2.469,17,129,106,23,lulus_terlambat
35,S1,8,2.478,2.47,18,147,121,26,lulus_terlambat
35,S1,9,2.269,2.45,16,163,135,28,lulus_terlambat
35,S1,10,2.284,2.436,15,178,147,31,lulus_terlambat
36,S1,1,3.206,3.206,22,22,21,1,lulus_tepat_waktu
36,S1,2,2.872,3.032,24,46,44,2,lulus_tepat_waktu
36,S1,3,2.564,2.9,18,64,60,4,lulus_tepat_waktu
36,S1,4,2.996,2.923,20,84,79,5,lulus_tepat_waktu
36,S1,5,2.781,2.897,19,103,97,6,lulus_tepat_waktu
36,S1,6,3.181,2.945,21,124,118,6,lulus_tepat_waktu
36,S1,7,3.2,2.982,21,145,139,6,lulus_tepat_waktu
36,S1,8,2.933,2.975,23,168,160,8,lulus_tepat_waktu
37,S1,1,3.864,3.864,22,22,21,1,lulus_tepat_waktu
37,S1,2,3.289,3.583,21,43,42,1,lulus_tepat_waktu
37,S1,3,3.687,3.618,22,65,63,2,lulus_tepat_waktu
37,S1,4,3.536,3.598,21,86,83,3,lulus_tepat_waktu
37,S1,5,3.434,3.566,21,107,103,4,lulus_tepat_waktu
37,S1,6,3.752,3.599,23,130,125,5,lulus_tepat_waktu
37,S1,7,3.464,3.578,24,154,148,6,lulus_tepat_waktu
38,S1,1,2.658,2.658,19,19,17,2,lulus_tepat_waktu
38,S1,2,2.894,2.782,21,40,36,4,lulus_tepat_waktu
38,S1,3,3.365,2.976,20,60,55,5,lulus_tepat_waktu
38,S1,4,3.392,3.088,22,82,77,5,lulus_tepat_waktu
38,S1,5,3.302,3.133,22,104,98,6,lulus_tepat_waktu
38,S1,6,3.47,3.192,22,126,120,6,lulus_tepat_waktu
38,S1,7,3.496,3.239,23,149,142,7,lulus_tepat_waktu
38,S1,8,3.237,3.239,22,171,163,8,lulus_tepat_waktu
39,S1,1,2.514,2.514,22,22,21,1,lulus_tepat_waktu
39,S1,2,2.899,2.697,20,42,40,2,lulus_tepat_waktu
39,S1,3,2.648,2.683,18,60,57,3,lulus_tepat_waktu
39,S1,4,3.056,2.776,20,80,76,4,lulus_tepat_waktu
39,S1,5,2.882,2.8,23,103,98,5,lulus_tepat_waktu
39,S1,6,2.759,2.793,21,124,118,6,lulus_tepat_waktu
39,S1,7,3.518,2.894,20,144,137,7,lulus_tepat_waktu
39,S1,8,3.151,2.93,24,168,161,7,lulus_tepat_waktu
40,S3,1,3.125,3.125,20,20,19,1,lulus_tepat_waktu
40,S3,2,2.77,2.943,21,41,39,2,lulus_tepat_waktu
40,S3,3,2.673,2.852,21,62,58,4,lulus_tepat_waktu
41,S1,1,3.328,3.328,18,18,17,1,lulus_tepat_waktu
41,S1,2,3.159,3.233,23,41,40,1,lulus_tepat_waktu
41,S1,3,3.105,3.19,21,62,61,1,lulus_tepat_waktu
41,S1,4,3.03,3.146,23,85,83,2,lulus_tepat_waktu
41,S1,5,3.328,3.186,24,109,106,3,lulus_tepat_waktu
41,S1,6,3.204,3.189,21,130,126,4,lulus_tepat_waktu
41,S1,7,3.665,3.258,22,152,147,5,lulus_tepat_waktu
42,S1,1,3.509,3.509,19,19,19,0,lulus_tepat_waktu
42,S1,2,3.169,3.331,21,40,39,1,lulus_tepat_waktu
42,S1,3,2.948,3.195,22,62,59,3,lulus_tepat_waktu
42,S1,4,3.631,3.297,19,81,78,3,lulus_tepat_waktu
42,S1,5,3.591,3.358,21,102,99,3,lulus_tepat_waktu
42,S1,6,3.614,3.401,21,123,120,3,lulus_tepat_waktu
42,S1,7,3.833,3.469,23,146,142,4,lulus_tepat_waktu
42,S1,8,3.042,3.416,21,167,162,5,lulus_tepat_waktu
43,S1,1,1.774,1.774,18,18,13,5,dropout
43,S1,2,1.794,1.784,18,36,26,10,dropout
43,S1,3,1.326,1.631,18,54,40,14,dropout
43,S1,4,1.124,1.515,16,70,52,18,dropout
43,S1,5,1.401,1.494,16,86,63,23,dropout
43,S1,6,1.317,1.468,15,101,75,26,dropout
43,S1,7,1.463,1.467,16,117,86,31,dropout
43,S1,8,1.642,1.488,16,133,97,36,dropout
43,S1,9,1.29,1.464,18,151,110,41,dropout
43,S1,10,1.864,1.501,15,166,121,45,dropout
43,S1,11,1.971,1.542,16,182,133,49,dropout
43,S1,12,2.34,1.606,16,198,147,51,dropout
44,S2,1,2.583,2.583,19,19,17,2,lulus_tepat_waktu
44,S2,2,2.589,2.586,18,37,34,3,lulus_tepat_waktu
44,S2,3,2.264,2.469,21,58,51,7,lulus_tepat_waktu
45,S1,1,2.883,2.883,20,20,18,2,lulus_terlambat
45,S1,2,2.734,2.812,18,38,35,3,lulus_terlambat
45,S1,3,2.688,2.768,21,59,55,4,lulus_terlambat
45,S1,4,2.378,2.666,21,80,73,7,lulus_terlambat
45,S1,5,2.434,2.627,16,96,87,9,lulus_terlambat
45,S1,6,2.466,2.604,16,112,101,11,lulus_terlambat
45,S1,7,2.61,2.605,17,129,117,12,lulus_terlambat
45,S1,8,2.442,2.583,20,149,134,15,lulus_terlambat
45,S1,9,2.548,2.58,16,165,149,16,lulus_terlambat
46,S1,1,2.04,2.04,19,19,16,3,dropout
46,S1,2,1.798,1.933,15,34,27,7,dropout
46,S1,3,2.155,2.007,17,51,42,9,dropout
46,S1,4,1.441,1.866,17,68,55,13,dropout
46,S1,5,1.536,1.8,17,85,69,16,dropout
46,S1,6,1.803,1.8,16,101,80,21,dropout
46,S1,7,1.821,1.803,17,118,93,25,dropout
46,S1,8,1.89,1.814,17,135,106,29,dropout
46,S1,9,2.258,1.861,16,151,119,32,dropout
46,S1,10,1.886,1.864,18,169,132,37,dropout
46,S1,11,2.048,1.881,17,186,146,40,dropout
47,S1,1,2.322,2.322,18,18,15,3,lulus_terlambat
47,S1,2,2.144,2.238,16,34,29,5,lulus_terlambat
47,S1,3,2.13,2.205,15,49,41,8,lulus_terlambat
47,S1,4,2.595,2.306,17,66,57,9,lulus_terlambat
47,S1,5,2.228,2.287,21,87,74,13,lulus_terlambat
47,S1,6,2.731,2.356,16,103,89,14,lulus_terlambat
47,S1,7,2.937,2.446,19,122,106,16,lulus_terlambat
47,S1,8,2.532,2.459,21,143,126,17,lulus_terlambat
47,S1,9,2.637,2.481,20,163,145,18,lulus_terlambat
48,S1,1,3.418,3.418,19,19,19,0,lulus_tepat_waktu
48,S1,2,3.28,3.342,23,42,42,0,lulus_tepat_waktu
48,S1,3,3.639,3.444,22,64,64,0,lulus_tepat_waktu
48,S1,4,3.356,3.422,22,86,86,0,lulus_tepat_waktu
48,S1,5,3.374,3.412,23,109,108,1,lulus_tepat_waktu
48,S1,6,3.472,3.421,21,130,129,1,lulus_tepat_waktu
48,S1,7,4.0,3.505,22,152,150,2,lulus_tepat_waktu
49,S2,1,3.123,3.123,21,21,21,0,lulus_tepat_waktu
49,S2,2,2.399,2.761,21,42,39,3,lulus_tepat_waktu
50,S1,1,2.135,2.135,22,22,19,3,lulus_terlambat
50,S1,2,2.121,2.129,18,40,34,6,lulus_terlambat
50,S1,3,2.792,2.31,15,55,48,7,lulus_terlambat
50,S1,4,1.899,2.209,18,73,60,13,lulus_terlambat
50,S1,5,2.298,2.224,15,88,72,16,lulus_terlambat
50,S1,6,2.586,2.285,18,106,89,17,lulus_terlambat
50,S1,7,2.066,2.249,21,127,107,20,lulus_terlambat
50,S1,8,2.472,2.273,15,142,120,22,lulus_terlambat
50,S1,9,1.918,2.235,17,159,131,28,lulus_terlambat
50,S1,10,2.164,2.228,18,177,145,32,lulus_terlambat
51,S1,1,2.358,2.358,18,18,15,3,lulus_terlambat
51,S1,2,1.952,2.155,18,36,28,8,lulus_terlambat
51,S1,3,2.469,2.247,15,51,41,10,lulus_terlambat
51,S1,4,2.525,2.317,17,68,57,11,lulus_terlambat
51,S1,5,2.37,2.328,19,87,74,13,lulus_terlambat
51,S1,6,2.522,2.358,16,103,89,14,lulus_terlambat
51,S1,7,2.851,2.438,20,123,107,16,lulus_terlambat
51,S1,8,2.235,2.41,20,143,124,19,lulus_terlambat
51,S1,9,2.464,2.416,18,161,139,22,lulus_terlambat
51,S1,10,1.95,2.371,17,178,152,26,lulus_terlambat
52,S1,1,1.76,1.76,21,21,14,7,lulus_terlambat
52,S1,2,2.617,2.143,17,38,30,8,lulus_terlambat
52,S1,3,2.497,2.265,20,58,46,12,lulus_terlambat
52,S1,4,1.814,2.158,18,76,58,18,lulus_terlambat
52,S1,5,2.609,2.245,18,94,75,19,lulus_terlambat
52,S1,6,1.886,2.182,20,114,91,23,lulus_terlambat
52,S1,7,2.173,2.181,15,129,104,25,lulus_terlambat
52,S1,8,2.107,2.173,16,145,117,28,lulus_terlambat
52,S1,9,2.331,2.187,15,160,130,30,lulus_terlambat
52,S1,10,1.928,2.163,17,177,142,35,lulus_terlambat
52,S1,11,2.185,2.164,15,192,154,38,lulus_terlambat
53,S1,1,1.894,1.894,22,22,16,6,lulus_terlambat
53,S1,2,2.708,2.224,15,37,30,7,lulus_terlambat
53,S1,3,1.886,2.113,18,55,43,12,lulus_terlambat
53,S1,4,2.024,2.093,16,71,56,15,lulus_terlambat
53,S1,5,2.756,2.209,15,86,70,16,lulus_terlambat
53,S1,6,2.073,2.182,21,107,87,20,lulus_terlambat
53,S1,7,2.091,2.171,15,122,100,22,lulus_terlambat
53,S1,8,2.316,2.189,18,140,116,24,lulus_terlambat
53,S1,9,2.282,2.198,15,155,129,26,lulus_terlambat
53,S1,10,2.224,2.201,16,171,142,29,lulus_terlambat
53,S1,11,2.215,2.202,15,186,155,31,lulus_terlambat
54,S3,1,1.936,1.936,19,19,15,4,dropout
54,S3,2,1.601,1.788,15,34,26,8,dropout
54,S3,3,1.679,1.755,15,49,37,12,dropout
54,S3,4,2.269,1.881,16,65,51,14,dropout
55,S1,1,2.608,2.608,19,19,18,1,lulus_terlambat
55,S1,2,2.524,2.566,19,38,36,2,lulus_terlambat
55,S1,3,2.79,2.643,20,58,54,4,lulus_terlambat
55,S1,4,2.77,2.676,20,78,73,5,lulus_terlambat
55,S1,5,2.538,2.649,19,97,90,7,lulus_terlambat
55,S1,6,2.364,2.602,19,116,106,10,lulus_terlambat
55,S1,7,2.436,2.581,17,133,120,13,lulus_terlambat
55,S1,8,2.872,2.612,16,149,135,14,lulus_terlambat
55,S1,9,2.545,2.604,20,169,154,15,lulus_terlambat
56,S1,1,1.713,1.713,22,22,16,6,dropout
56,S1,2,2.275,1.949,16,38,29,9,dropout
56,S1,3,1.359,1.767,17,55,43,12,dropout
56,S1,4,1.585,1.724,17,72,56,16,dropout
56,S1,5,1.711,1.722,15,87,66,21,dropout
56,S1,6,1.7,1.718,18,105,79,26,dropout
56,S1,7,1.421,1.675,18,123,91,32,dropout
56,S1,8,1.913,1.705,18,141,104,37,dropout
56,S1,9,1.752,1.709,15,156,115,41,dropout
56,S1,10,1.613,1.7,16,172,127,45,dropout
56,S1,11,2.139,1.74,17,189,142,47,dropout
56,S1,12,1.89,1.753,18,207,156,51,dropout
57,S1,1,2.795,2.795,22,22,20,2,lulus_terlambat
57,S1,2,2.368,2.603,18,40,35,5,lulus_terlambat
57,S1,3,2.401,2.548,15,55,47,8,lulus_terlambat
57,S1,4,2.449,2.524,17,72,62,10,lulus_terlambat
57,S1,5,2.701,2.558,17,89,78,11,lulus_terlambat
57,S1,6,2.836,2.605,18,107,95,12,lulus_terlambat
57,S1,7,2.81,2.637,20,127,114,13,lulus_terlambat
57,S1,8,3.143,2.7,18,145,132,13,lulus_terlambat
57,S1,9,3.032,2.745,23,168,154,14,lulus_terlambat
58,S1,1,3.862,3.862,18,18,17,1,lulus_tepat_waktu
58,S1,2,3.44,3.621,24,42,41,1,lulus_tepat_waktu
58,S1,3,2.724,3.322,21,63,61,2,lulus_tepat_waktu
58,S1,4,3.339,3.326,20,83,81,2,lulus_tepat_waktu
58,S1,5,3.626,3.387,21,104,102,2,lulus_tepat_waktu
58,S1,6,3.245,3.363,21,125,122,3,lulus_tepat_waktu
58,S1,7,3.671,3.411,23,148,145,3,lulus_tepat_waktu
59,S1,1,3.245,3.245,22,22,22,0,lulus_tepat_waktu
59,S1,2,3.911,3.578,22,44,43,1,lulus_tepat_waktu
59,S1,3,3.458,3.537,23,67,65,2,lulus_tepat_waktu
59,S1,4,2.793,3.346,23,90,86,4,lulus_tepat_waktu
59,S1,5,3.496,3.371,18,108,103,5,lulus_tepat_waktu
59,S1,6,2.892,3.284,24,132,125,7,lulus_tepat_waktu
59,S1,7,3.475,3.307,18,150,142,8,lulus_tepat_waktu
59,S1,8,3.427,3.322,21,171,163,8,lulus_tepat_waktu
60,S2,1,1.79,1.79,18,18,14,4,dropout
60,S2,2,2.046,1.914,17,35,29,6,dropout
60,S2,3,2.031,1.954,18,53,44,9,dropout
61,S1,1,3.478,3.478,20,20,19,1,lulus_tepat_waktu
61,S1,2,2.977,3.221,21,41,39,2,lulus_tepat_waktu
61,S1,3,4.0,3.485,21,62,59,3,lulus_tepat_waktu
61,S1,4,3.138,3.394,22,84,81,3,lulus_tepat_waktu
